submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,7 Day Average
5/23/2020,IA,"16,898",,,394,0,445,,,21,0,367.14
5/24/2020,IA,"17,250",,,352,0,454,,,9,0,371.29
5/25/2020,IA,"17,577",,,327,0,459,,,5,0,356.43
5/26/2020,IA,"17,703",,,126,0,475,,,16,0,336.29
5/27/2020,IA,"18,357",,,654,0,492,,,17,0,394.57
5/28/2020,IA,"18,585",,,228,0,506,,,14,0,345.00
5/29/2020,IA,"18,956",,,371,0,523,,,17,0,350.29
5/30/2020,IA,"19,244",,,288,0,531,,,8,0,335.14
5/31/2020,IA,"19,552",,,308,0,534,,,3,0,328.86
6/1/2020,IA,"19,698",,,146,0,549,,,15,0,303.00
6/2/2020,IA,"20,015",,,317,0,561,,,12,0,330.29
6/3/2020,IA,"20,108",,,93,0,574,,,13,0,250.14
6/4/2020,IA,"20,804",,,696,0,580,,,6,0,317.00
6/5/2020,IA,"21,146",,,342,0,592,,,12,0,312.86
6/6/2020,IA,"21,478",,,332,0,598,,,6,0,319.14
6/7/2020,IA,"21,588",,,110,0,604,,,6,0,290.86
6/8/2020,IA,"21,988",,,400,0,614,,,10,0,327.14
6/9/2020,IA,"22,237",,,249,0,624,,,10,0,317.43
6/10/2020,IA,"22,603",,,366,0,631,,,7,0,356.43
6/11/2020,IA,"22,973",,,370,0,640,,,9,0,309.86
6/12/2020,IA,"23,348",,,375,0,643,,,3,0,314.57
6/13/2020,IA,"23,717",,,369,0,650,,,7,0,319.86
6/14/2020,IA,"23,926",,,209,0,652,,,2,0,334.00
6/15/2020,IA,"24,077",,,151,0,655,,,3,0,298.43
6/16/2020,IA,"24,179",,,102,0,669,,,14,0,277.43
6/17/2020,IA,"24,461",,,282,0,673,,,4,0,265.43
6/18/2020,IA,"24,854",,,393,0,680,,,7,0,268.71
6/19/2020,IA,"25,275",,,421,0,681,,,1,0,275.29
6/20/2020,IA,"25,496",,,221,0,682,,,1,0,254.14
6/21/2020,IA,"25,957",,,461,0,685,,,3,0,290.14
6/22/2020,IA,"26,051",,,94,0,686,,,1,0,282.00
6/23/2020,IA,"26,372",,,321,0,688,,,2,0,313.29
6/24/2020,IA,"26,705",,,333,0,692,,,4,0,320.57
6/25/2020,IA,"27,257",,,552,0,695,,,3,0,343.29
6/26/2020,IA,"27,685",,,428,0,704,,,9,0,344.29
6/27/2020,IA,"28,012",,,327,0,704,,,0,0,359.43
6/28/2020,IA,"28,489",,,477,0,705,,,1,0,361.71
6/29/2020,IA,"28,782",,,293,0,708,,,3,0,390.14
6/30/2020,IA,"28,947",,,165,0,714,,,6,0,367.86
7/1/2020,IA,"29,458",,,511,0,717,,,3,0,393.29
7/2/2020,IA,"30,209",,,751,0,718,,,1,0,421.71
7/3/2020,IA,"30,430",,,221,0,721,,,3,0,392.14
7/4/2020,IA,"31,061",,,631,0,721,,,0,0,435.57
7/5/2020,IA,"31,353",,,292,0,721,,,0,0,409.14
7/6/2020,IA,"31,657",,,304,0,723,,,2,0,410.71
7/7/2020,IA,"32,029",,,372,0,725,,,2,0,440.29
7/8/2020,IA,"32,509",,,480,0,735,,,10,0,435.86
7/9/2020,IA,"33,243",,,734,0,740,,,5,0,433.43
7/10/2020,IA,"33,896",,,653,0,743,,,3,0,495.14
7/11/2020,IA,"34,647",,,751,0,748,,,5,0,512.29
7/12/2020,IA,"35,171",,,524,0,750,,,2,0,545.43
7/13/2020,IA,"35,529",,,358,0,754,,,4,0,553.14
7/14/2020,IA,"35,850",,,321,0,757,,,3,0,545.86
7/15/2020,IA,"36,294",,,444,0,767,,,10,0,540.71
7/16/2020,IA,"37,132",,,838,0,778,,,11,0,555.57
7/17/2020,IA,"37,722",,,590,0,784,,,6,0,546.57
1/22/2020,NM,0,,,0,,0,,,0,,0.00
1/23/2020,NM,0,,,0,,0,,,0,,0.00
1/24/2020,NM,0,,,0,,0,,,0,,0.00
1/25/2020,NM,0,,,0,,0,,,0,,0.00
1/26/2020,NM,0,,,0,,0,,,0,,0.00
1/27/2020,NM,0,,,0,,0,,,0,,0.00
1/28/2020,NM,0,,,0,,0,,,0,,0.00
1/29/2020,NM,0,,,0,,0,,,0,,0.00
1/30/2020,NM,0,,,0,,0,,,0,,0.00
1/31/2020,NM,0,,,0,,0,,,0,,0.00
2/1/2020,NM,0,,,0,,0,,,0,,0.00
2/2/2020,NM,0,,,0,,0,,,0,,0.00
2/3/2020,NM,0,,,0,,0,,,0,,0.00
2/4/2020,NM,0,,,0,,0,,,0,,0.00
2/5/2020,NM,0,,,0,,0,,,0,,0.00
2/6/2020,NM,0,,,0,,0,,,0,,0.00
2/7/2020,NM,0,,,0,,0,,,0,,0.00
2/8/2020,NM,0,,,0,,0,,,0,,0.00
2/9/2020,NM,0,,,0,,0,,,0,,0.00
2/10/2020,NM,0,,,0,,0,,,0,,0.00
2/11/2020,NM,0,,,0,,0,,,0,,0.00
2/12/2020,NM,0,,,0,,0,,,0,,0.00
2/13/2020,NM,0,,,0,,0,,,0,,0.00
2/14/2020,NM,0,,,0,,0,,,0,,0.00
2/15/2020,NM,0,,,0,,0,,,0,,0.00
2/16/2020,NM,0,,,0,,0,,,0,,0.00
2/17/2020,NM,0,,,0,,0,,,0,,0.00
2/18/2020,NM,0,,,0,,0,,,0,,0.00
2/19/2020,NM,0,,,0,,0,,,0,,0.00
2/20/2020,NM,0,,,0,,0,,,0,,0.00
2/21/2020,NM,0,,,0,,0,,,0,,0.00
2/22/2020,NM,0,,,0,,0,,,0,,0.00
2/23/2020,NM,0,,,0,,0,,,0,,0.00
2/24/2020,NM,0,,,0,,0,,,0,,0.00
2/25/2020,NM,0,,,0,,0,,,0,,0.00
2/26/2020,NM,0,,,0,,0,,,0,,0.00
2/27/2020,NM,0,,,0,,0,,,0,,0.00
2/28/2020,NM,0,,,0,,0,,,0,,0.00
2/29/2020,NM,0,,,0,,0,,,0,,0.00
3/1/2020,NM,0,,,0,,0,,,0,,0.00
3/2/2020,NM,0,,,0,,0,,,0,,0.00
3/3/2020,NM,0,,,0,,0,,,0,,0.00
3/4/2020,NM,0,,,0,,0,,,0,,0.00
3/5/2020,NM,0,,,0,,0,,,0,,0.00
3/6/2020,NM,0,,,0,,0,,,0,,0.00
3/7/2020,NM,0,,,0,,0,,,0,,0.00
3/8/2020,NM,0,,,0,,0,,,0,,0.00
3/9/2020,NM,0,,,0,,0,,,0,,0.00
3/10/2020,NM,0,,,0,,0,,,0,,0.00
3/11/2020,NM,3,,,3,,0,,,0,,0.43
3/12/2020,NM,5,,,2,,0,,,0,,0.71
3/13/2020,NM,5,,,0,,0,,,0,,0.71
3/14/2020,NM,7,,,2,,0,,,0,,1.00
3/15/2020,NM,17,,,10,,0,,,0,,2.43
3/16/2020,NM,21,,,4,,0,,,0,,3.00
3/17/2020,NM,23,,,2,,0,,,0,,3.29
3/18/2020,NM,28,,,5,,0,,,0,,3.57
3/19/2020,NM,35,,,7,,0,,,0,,4.29
3/20/2020,NM,43,,,8,,0,,,0,,5.43
3/21/2020,NM,57,,,14,,0,,,0,,7.14
3/22/2020,NM,65,,,8,,0,,,0,,6.86
3/23/2020,NM,83,,,18,,0,,,0,,8.86
3/24/2020,NM,100,,,17,,0,,,0,,11.00
3/25/2020,NM,112,,,12,,1,,,1,,12.00
3/26/2020,NM,136,,,24,,1,,,0,,14.43
3/27/2020,NM,191,,,55,,1,,,0,,21.14
3/28/2020,NM,208,,,17,,2,,,1,,21.57
3/29/2020,NM,237,,,29,,2,,,0,,24.57
3/30/2020,NM,281,,,44,,4,,,2,,28.29
3/31/2020,NM,315,,,34,,5,,,1,,30.71
4/1/2020,NM,363,,,48,,6,,,1,,35.86
4/2/2020,NM,403,,,40,,7,,,1,,38.14
4/3/2020,NM,495,,,92,,10,,,3,,43.43
4/4/2020,NM,543,,,48,,11,,,1,,47.86
4/5/2020,NM,624,,,81,,12,,,1,,55.29
4/6/2020,NM,686,,,62,,12,,,0,,57.86
4/7/2020,NM,794,,,108,,13,,,1,,68.43
4/8/2020,NM,865,,,71,,16,,,3,,71.71
4/9/2020,NM,989,,,124,,17,,,1,,83.71
4/10/2020,NM,"1,091",,,102,,19,,,2,,85.14
4/11/2020,NM,"1,174",,,83,,20,,,1,,90.14
4/12/2020,NM,"1,245",,,71,,26,,,6,,88.71
4/13/2020,NM,"1,345",,,100,,31,,,5,,94.14
4/14/2020,NM,"1,407",,,62,,36,,,5,,87.57
4/15/2020,NM,"1,484",,,77,,36,,,0,,88.43
4/16/2020,NM,"1,597",,,113,,44,,,8,,86.86
4/17/2020,NM,"1,711",,,114,,51,,,7,,88.57
4/18/2020,NM,"1,798",,,87,,53,,,2,,89.14
4/19/2020,NM,"1,845",,,47,0,55,,,2,0,85.71
4/20/2020,NM,"1,971",,,126,0,58,,,3,0,89.43
4/21/2020,NM,"2,072",,,101,0,65,,,7,0,95.00
4/22/2020,NM,"2,210",,,138,0,71,,,6,0,103.71
4/23/2020,NM,"2,379",,,169,0,78,,,7,0,111.71
4/24/2020,NM,"2,521",,,142,0,84,,,6,0,115.71
4/25/2020,NM,"2,660",,,139,0,93,,,9,0,123.14
4/26/2020,NM,"2,726",,,66,0,99,,,6,0,125.86
4/27/2020,NM,"2,823",,,97,0,104,,,5,0,121.71
4/28/2020,NM,"2,974",,,151,0,110,,,6,0,128.86
4/29/2020,NM,"3,213",,,239,0,112,,,2,0,143.29
4/30/2020,NM,"3,411",,,198,0,123,,,11,0,147.43
5/1/2020,NM,"3,513",,,102,0,131,,,8,0,141.71
5/2/2020,NM,"3,732",,,219,0,139,,,8,0,153.14
5/3/2020,NM,"3,850",,,118,0,151,,,12,0,160.57
5/4/2020,NM,"4,031",,,181,0,156,,,5,0,172.57
5/5/2020,NM,"4,138",,,107,0,162,,,6,1,166.29
5/6/2020,NM,"4,291",,,153,0,169,,,7,-1,154.00
5/7/2020,NM,"4,493",,,202,0,172,,,3,1,154.57
5/8/2020,NM,"4,673",,,180,0,181,,,9,0,165.71
5/9/2020,NM,"4,778",,,105,0,191,,,10,0,149.43
5/10/2020,NM,"4,863",,,85,0,200,,,9,0,144.71
5/11/2020,NM,"5,069",,,206,0,208,,,8,0,148.29
5/12/2020,NM,"5,212",,,143,0,219,,,11,0,153.43
5/13/2020,NM,"5,364",,,152,0,231,,,12,0,153.29
5/14/2020,NM,"5,503",,,139,0,242,,,11,0,144.29
5/15/2020,NM,"5,662",,,159,0,253,,,11,0,141.29
5/16/2020,NM,"5,847",,,185,0,259,,,6,-1,152.71
5/17/2020,NM,"5,938",,,91,0,265,,,6,1,153.57
5/18/2020,NM,"6,096",,,158,0,270,,,5,1,146.71
5/19/2020,NM,"6,192",,,96,0,276,,,6,0,140.00
5/20/2020,NM,"6,317",,,125,0,283,,,7,2,136.14
5/21/2020,NM,"6,472",,,155,0,294,,,11,0,138.43
5/22/2020,NM,"6,625",,,153,0,302,,,8,0,137.57
5/23/2020,NM,"6,795",,,170,0,308,,,6,0,135.43
5/24/2020,NM,"6,943",,,148,0,317,,,9,0,143.57
5/25/2020,NM,"7,026",,,83,0,320,,,3,0,132.86
5/26/2020,NM,"7,130",,,104,0,325,,,5,0,134.00
5/27/2020,NM,"7,252",,,122,0,329,,,4,0,133.57
5/28/2020,NM,"7,364",,,112,0,335,,,6,0,127.43
5/29/2020,NM,"7,493",,,129,0,344,,,9,0,124.00
5/30/2020,NM,"7,624",,,131,0,351,,,7,0,118.43
5/31/2020,NM,"7,689",,,65,0,356,,,5,0,106.57
6/1/2020,NM,"7,800",,,111,0,362,,,6,3,110.57
6/2/2020,NM,"8,024",,,224,0,367,,,5,1,127.71
6/3/2020,NM,"8,140",,,116,0,375,,,8,0,126.86
6/4/2020,NM,"8,353",,,213,0,383,,,8,0,141.29
6/5/2020,NM,"8,672",,,319,0,387,,,4,0,168.43
6/6/2020,NM,"8,800",,,128,0,392,,,5,0,168.00
6/7/2020,NM,"8,940",,,140,0,396,,,4,0,178.71
6/8/2020,NM,"9,062",,,122,0,400,,,4,0,180.29
6/9/2020,NM,"9,105",,,43,0,404,,,4,0,154.43
6/10/2020,NM,"9,250",,,145,0,410,,,6,0,158.57
6/11/2020,NM,"9,367",,,117,0,420,,,10,0,144.86
6/12/2020,NM,"9,526",,,159,0,426,,,6,0,122.00
6/13/2020,NM,"9,621",,,95,0,431,,,5,0,117.29
6/14/2020,NM,"9,723",,,102,0,435,,,4,0,111.86
6/15/2020,NM,"9,845",,,122,0,440,,,5,0,111.86
6/16/2020,NM,"9,933",,,88,0,447,,,7,-8,118.29
6/17/2020,NM,"10,065",,,132,0,452,,,5,8,116.43
6/18/2020,NM,"10,153",,,88,0,456,,,4,0,112.29
6/19/2020,NM,"10,260",,,107,0,464,,,8,0,104.86
6/20/2020,NM,"10,430",,,170,0,466,,,2,0,115.57
6/21/2020,NM,"10,565",,,135,0,469,,,3,0,120.29
6/22/2020,NM,"10,694",,,129,0,469,,,0,0,121.29
6/23/2020,NM,"10,838",,,144,0,476,,,7,0,129.29
6/24/2020,NM,"10,990",,,152,0,480,,,4,0,132.14
6/25/2020,NM,"11,192",,,202,0,485,,,5,0,148.43
6/26/2020,NM,"11,408",,,216,0,489,,,4,0,164.00
6/27/2020,NM,"11,619",,,211,0,491,,,2,0,169.86
6/28/2020,NM,"11,809",,,190,0,492,,,1,0,177.71
6/29/2020,NM,"11,982",,,173,0,493,,,1,0,184.00
6/30/2020,NM,"12,147",,,165,0,497,,,4,0,187.00
7/1/2020,NM,"12,276",,,129,0,500,,,3,0,183.71
7/2/2020,NM,"12,520",,,244,0,503,,,3,-8,189.71
7/3/2020,NM,"12,776",,,256,0,511,,,8,8,195.43
7/4/2020,NM,"13,063",,,287,0,513,,,2,0,206.29
7/5/2020,NM,"13,256",,,193,0,513,,,0,-8,206.71
7/6/2020,NM,"13,507",,,251,0,515,,,2,8,217.86
7/7/2020,NM,"13,727",,,220,0,519,,,4,0,225.71
7/8/2020,NM,"14,017",,,290,0,527,,,8,0,248.71
7/9/2020,NM,"14,251",,,234,0,533,,,6,0,247.29
7/10/2020,NM,"14,549",,,298,0,539,,,6,0,253.29
7/11/2020,NM,"14,773",,,224,0,543,,,4,0,244.29
7/12/2020,NM,"15,028",,,255,0,545,,,2,1,253.14
7/13/2020,NM,"15,291",,,263,0,548,,,3,0,254.86
7/14/2020,NM,"15,514",,,223,0,551,,,3,0,255.29
7/15/2020,NM,"15,841",,,327,0,557,,,6,0,260.57
7/16/2020,NM,"16,138",,,297,0,562,,,5,0,269.57
7/17/2020,NM,"16,456",,,318,0,565,,,3,0,272.43
1/22/2020,ND,0,,,0,,0,,,0,,0.00
1/23/2020,ND,0,,,0,,0,,,0,,0.00
1/24/2020,ND,0,,,0,,0,,,0,,0.00
1/25/2020,ND,0,,,0,,0,,,0,,0.00
1/26/2020,ND,0,,,0,,0,,,0,,0.00
1/27/2020,ND,0,,,0,,0,,,0,,0.00
1/28/2020,ND,0,,,0,,0,,,0,,0.00
1/29/2020,ND,0,,,0,,0,,,0,,0.00
1/30/2020,ND,0,,,0,,0,,,0,,0.00
1/31/2020,ND,0,,,0,,0,,,0,,0.00
2/1/2020,ND,0,,,0,,0,,,0,,0.00
2/2/2020,ND,0,,,0,,0,,,0,,0.00
2/3/2020,ND,0,,,0,,0,,,0,,0.00
2/4/2020,ND,0,,,0,,0,,,0,,0.00
2/5/2020,ND,0,,,0,,0,,,0,,0.00
2/6/2020,ND,0,,,0,,0,,,0,,0.00
2/7/2020,ND,0,,,0,,0,,,0,,0.00
2/8/2020,ND,0,,,0,,0,,,0,,0.00
2/9/2020,ND,0,,,0,,0,,,0,,0.00
2/10/2020,ND,0,,,0,,0,,,0,,0.00
2/11/2020,ND,0,,,0,,0,,,0,,0.00
2/12/2020,ND,0,,,0,,0,,,0,,0.00
2/13/2020,ND,0,,,0,,0,,,0,,0.00
2/14/2020,ND,0,,,0,,0,,,0,,0.00
2/15/2020,ND,0,,,0,,0,,,0,,0.00
2/16/2020,ND,0,,,0,,0,,,0,,0.00
2/17/2020,ND,0,,,0,,0,,,0,,0.00
2/18/2020,ND,0,,,0,,0,,,0,,0.00
2/19/2020,ND,0,,,0,,0,,,0,,0.00
2/20/2020,ND,0,,,0,,0,,,0,,0.00
2/21/2020,ND,0,,,0,,0,,,0,,0.00
2/22/2020,ND,0,,,0,,0,,,0,,0.00
2/23/2020,ND,0,,,0,,0,,,0,,0.00
2/24/2020,ND,0,,,0,,0,,,0,,0.00
2/25/2020,ND,0,,,0,,0,,,0,,0.00
2/26/2020,ND,0,,,0,,0,,,0,,0.00
2/27/2020,ND,0,,,0,,0,,,0,,0.00
2/28/2020,ND,0,,,0,,0,,,0,,0.00
2/29/2020,ND,0,,,0,,0,,,0,,0.00
3/1/2020,ND,0,,,0,,0,,,0,,0.00
3/2/2020,ND,0,,,0,,0,,,0,,0.00
3/3/2020,ND,0,,,0,,0,,,0,,0.00
3/4/2020,ND,0,,,0,,0,,,0,,0.00
3/5/2020,ND,0,,,0,,0,,,0,,0.00
3/6/2020,ND,0,,,0,,0,,,0,,0.00
3/7/2020,ND,0,,,0,,0,,,0,,0.00
3/8/2020,ND,0,,,0,,0,,,0,,0.00
3/9/2020,ND,0,,,0,,0,,,0,,0.00
3/10/2020,ND,0,,,0,,0,,,0,,0.00
3/11/2020,ND,0,,,0,,0,,,0,,0.00
3/12/2020,ND,1,,,1,,0,,,0,,0.14
3/13/2020,ND,1,,,0,,0,,,0,,0.14
3/14/2020,ND,1,,,0,,0,,,0,,0.14
3/15/2020,ND,1,,,0,,0,,,0,,0.14
3/16/2020,ND,1,,,0,,0,,,0,,0.14
3/17/2020,ND,5,,,4,,0,,,0,,0.71
3/18/2020,ND,7,,,2,,0,,,0,,1.00
3/19/2020,ND,19,,,12,,0,,,0,,2.57
3/20/2020,ND,26,,,7,,0,,,0,,3.57
3/21/2020,ND,28,,,2,,0,,,0,,3.86
3/22/2020,ND,30,,,2,,0,,,0,,4.14
3/23/2020,ND,32,,,2,,0,,,0,,4.43
3/24/2020,ND,37,,,5,,0,,,0,,4.57
3/25/2020,ND,45,,,8,,0,,,0,,5.43
3/26/2020,ND,58,,,13,,0,,,0,,5.57
3/27/2020,ND,68,,,10,,1,,,1,,6.00
3/28/2020,ND,94,,,26,,1,,,0,,9.43
3/29/2020,ND,98,,,4,,1,,,0,,9.71
3/30/2020,ND,109,,,11,,3,,,2,,11.00
3/31/2020,ND,126,,,17,,3,,,0,,12.71
4/1/2020,ND,147,,,21,,3,,,0,,14.57
4/2/2020,ND,159,,,12,,3,,,0,,14.43
4/3/2020,ND,173,,,14,,3,,,0,,15.00
4/4/2020,ND,186,,,13,,3,,,0,,13.14
4/5/2020,ND,207,,,21,,3,,,0,,15.57
4/6/2020,ND,225,,,18,,3,,,0,,16.57
4/7/2020,ND,237,,,12,,4,,,1,,15.86
4/8/2020,ND,251,,,14,,4,,,0,,14.86
4/9/2020,ND,269,,,18,,5,,,1,,15.71
4/10/2020,ND,278,,,9,,6,,,1,,15.00
4/11/2020,ND,293,,,15,,7,,,1,,15.29
4/12/2020,ND,308,,,15,,8,,,1,,14.43
4/13/2020,ND,331,,,23,,8,,,0,,15.14
4/14/2020,ND,341,,,10,,9,,,1,,14.86
4/15/2020,ND,365,,,24,,9,,,0,,16.29
4/16/2020,ND,393,,,28,,9,,,0,,17.71
4/17/2020,ND,439,,,46,,9,,,0,,23.00
4/18/2020,ND,528,,,89,,9,,,0,,33.57
4/19/2020,ND,585,,,57,0,10,,,1,0,39.57
4/20/2020,ND,627,,,42,0,13,,,3,0,42.29
4/21/2020,ND,644,,,17,0,13,,,0,0,43.29
4/22/2020,ND,679,,,35,0,14,,,1,0,44.86
4/23/2020,ND,709,,,30,0,15,,,1,0,45.14
4/24/2020,ND,748,,,39,0,15,,,0,0,44.14
4/25/2020,ND,803,,,55,0,16,,,1,0,39.29
4/26/2020,ND,867,,,64,0,17,,,1,0,40.29
4/27/2020,ND,942,,,75,0,19,,,2,0,45.00
4/28/2020,ND,991,,,49,0,19,,,0,0,49.57
4/29/2020,ND,"1,033",,,42,0,19,,,0,0,50.57
4/30/2020,ND,"1,067",,,34,0,19,,,0,0,51.14
5/1/2020,ND,"1,107",,,40,0,23,,,4,0,51.29
5/2/2020,ND,"1,153",,,46,0,24,,,1,0,50.00
5/3/2020,ND,"1,191",,,38,0,25,,,1,0,46.29
5/4/2020,ND,"1,225",,,34,0,25,,,0,0,40.43
5/5/2020,ND,"1,266",,,41,0,25,,,0,0,39.29
5/6/2020,ND,"1,323",,,57,0,31,,,6,0,41.43
5/7/2020,ND,"1,371",,,48,0,31,,,0,0,43.43
5/8/2020,ND,"1,425",,,54,0,33,,,2,0,45.43
5/9/2020,ND,"1,464",,,39,0,35,,,2,0,44.43
5/10/2020,ND,"1,491",,,27,0,35,,,0,0,42.86
5/11/2020,ND,"1,518",,,27,0,36,,,1,0,41.86
5/12/2020,ND,"1,571",,,53,0,38,,,2,0,43.57
5/13/2020,ND,"1,647",,,76,0,40,,,2,0,46.29
5/14/2020,ND,"1,712",,,65,0,40,,,0,0,48.71
5/15/2020,ND,"1,761",,,49,0,42,,,2,0,48.00
5/16/2020,ND,"1,848",,,87,0,42,,,0,0,54.86
5/17/2020,ND,"1,900",,,52,0,43,,,1,0,58.43
5/18/2020,ND,"1,931",,,31,0,44,,,1,0,59.00
5/19/2020,ND,"1,994",,,63,0,45,,,1,0,60.43
5/20/2020,ND,"2,095",,,101,0,49,,,4,0,64.00
5/21/2020,ND,"2,229",,,134,0,51,,,2,0,73.86
5/22/2020,ND,"2,317",,,88,0,52,,,1,0,79.43
5/23/2020,ND,"2,365",,,48,0,52,,,0,0,73.86
5/24/2020,ND,"2,418",,,53,0,53,,,1,0,74.00
5/25/2020,ND,"2,457",,,39,0,54,,,1,0,75.14
5/26/2020,ND,"2,422",,,-35,0,54,,,0,0,61.14
5/27/2020,ND,"2,439",,,17,0,56,,,2,0,49.14
5/28/2020,ND,"2,481",,,42,0,57,,,1,0,36.00
5/29/2020,ND,"2,520",,,39,0,59,,,2,0,29.00
5/30/2020,ND,"2,554",,,34,0,60,,,1,0,27.00
5/31/2020,ND,"2,577",,,23,0,61,,,1,0,22.71
6/1/2020,ND,"2,625",,,48,0,61,,,0,0,24.00
6/2/2020,ND,"2,646",,,21,0,65,,,4,0,32.00
6/3/2020,ND,"2,679",,,33,0,66,,,1,0,34.29
6/4/2020,ND,"2,706",,,27,0,66,,,0,0,32.14
6/5/2020,ND,"2,745",,,39,0,71,,,5,0,32.14
6/6/2020,ND,"2,816",,,71,0,72,,,1,0,37.43
6/7/2020,ND,"2,861",,,45,0,72,,,0,0,40.57
6/8/2020,ND,"2,880",,,19,0,72,,,0,0,36.43
6/9/2020,ND,"2,901",,,21,0,72,,,0,0,36.43
6/10/2020,ND,"2,941",,,40,0,73,,,1,0,37.43
6/11/2020,ND,"2,980",,,39,0,74,,,1,0,39.14
6/12/2020,ND,"3,016",,,36,0,74,,,0,0,38.71
6/13/2020,ND,"3,058",,,42,0,74,,,0,0,34.57
6/14/2020,ND,"3,080",,,22,0,74,,,0,0,31.29
6/15/2020,ND,"3,101",,,21,0,77,,,3,3,31.57
6/16/2020,ND,"3,124",,,23,0,74,,,-3,-3,31.86
6/17/2020,ND,"3,166",,,42,0,74,,,0,0,32.14
6/18/2020,ND,"3,193",,,27,0,75,,,1,0,30.43
6/19/2020,ND,"3,226",,,33,0,76,,,1,0,30.00
6/20/2020,ND,"3,251",,,25,0,76,,,0,0,27.57
6/21/2020,ND,"3,288",,,37,0,77,,,1,0,29.71
6/22/2020,ND,"3,313",,,25,0,77,,,0,0,30.29
6/23/2020,ND,"3,320",,,7,0,78,,,1,0,28.00
6/24/2020,ND,"3,362",,,42,0,78,,,0,0,28.00
6/25/2020,ND,"3,393",,,31,0,78,,,0,0,28.57
6/26/2020,ND,"3,421",,,28,0,87,,,9,9,27.86
6/27/2020,ND,"3,458",,,37,0,78,,,-9,-9,29.57
6/28/2020,ND,"3,495",,,37,0,79,,,1,0,29.57
6/29/2020,ND,"3,539",,,44,0,79,,,0,0,32.29
6/30/2020,ND,"3,576",,,37,0,79,,,0,0,36.57
7/1/2020,ND,"3,615",,,39,0,80,,,1,0,36.14
7/2/2020,ND,"3,657",,,42,0,80,,,0,0,37.71
7/3/2020,ND,"3,722",,,65,0,89,,,9,9,43.00
7/4/2020,ND,"3,779",,,57,0,80,,,-9,-9,45.86
7/5/2020,ND,"3,816",,,37,0,80,,,0,0,45.86
7/6/2020,ND,"3,849",,,33,0,80,,,0,0,44.29
7/7/2020,ND,"3,898",,,49,0,84,,,4,0,46.00
7/8/2020,ND,"3,971",,,73,0,89,,,5,4,50.86
7/9/2020,ND,"4,070",,,99,0,85,,,-4,-4,59.00
7/10/2020,ND,"4,154",,,84,0,85,,,0,0,61.71
7/11/2020,ND,"4,243",,,89,0,87,,,2,0,66.29
7/12/2020,ND,"4,334",,,91,0,87,,,0,0,74.00
7/13/2020,ND,"4,442",,,108,0,87,,,0,0,84.71
7/14/2020,ND,"4,565",,,123,0,88,,,1,0,95.29
7/15/2020,ND,"4,668",,,103,0,89,,,1,0,99.57
7/16/2020,ND,"4,792",,,124,0,89,,,0,0,103.14
7/17/2020,ND,"4,907",,,115,0,90,,,1,0,107.57
1/22/2020,WA,1,,,1,,0,,,0,,1.00
1/23/2020,WA,1,,,0,,0,,,0,,0.50
1/24/2020,WA,1,,,0,,0,,,0,,0.33
1/25/2020,WA,1,,,0,,0,,,0,,0.25
1/26/2020,WA,1,,,0,,0,,,0,,0.20
1/27/2020,WA,1,,,0,,0,,,0,,0.17
1/28/2020,WA,1,,,0,,0,,,0,,0.14
1/29/2020,WA,1,,,0,,0,,,0,,0.00
1/30/2020,WA,1,,,0,,0,,,0,,0.00
1/31/2020,WA,1,,,0,,0,,,0,,0.00
2/1/2020,WA,1,,,0,,0,,,0,,0.00
2/2/2020,WA,1,,,0,,0,,,0,,0.00
2/3/2020,WA,1,,,0,,0,,,0,,0.00
2/4/2020,WA,1,,,0,,0,,,0,,0.00
2/5/2020,WA,1,,,0,,0,,,0,,0.00
2/6/2020,WA,1,,,0,,0,,,0,,0.00
2/7/2020,WA,1,,,0,,0,,,0,,0.00
2/8/2020,WA,1,,,0,,0,,,0,,0.00
2/9/2020,WA,1,,,0,,0,,,0,,0.00
2/10/2020,WA,1,,,0,,0,,,0,,0.00
2/11/2020,WA,1,,,0,,0,,,0,,0.00
2/12/2020,WA,1,,,0,,0,,,0,,0.00
2/13/2020,WA,1,,,0,,0,,,0,,0.00
2/14/2020,WA,1,,,0,,0,,,0,,0.00
2/15/2020,WA,1,,,0,,0,,,0,,0.00
2/16/2020,WA,1,,,0,,0,,,0,,0.00
2/17/2020,WA,1,,,0,,0,,,0,,0.00
2/18/2020,WA,1,,,0,,0,,,0,,0.00
2/19/2020,WA,1,,,0,,0,,,0,,0.00
2/20/2020,WA,1,,,0,,0,,,0,,0.00
2/21/2020,WA,1,,,0,,0,,,0,,0.00
2/22/2020,WA,1,,,0,,0,,,0,,0.00
2/23/2020,WA,1,,,0,,0,,,0,,0.00
2/24/2020,WA,1,,,0,,0,,,0,,0.00
2/25/2020,WA,1,,,0,,0,,,0,,0.00
2/26/2020,WA,1,,,0,,0,,,0,,0.00
2/27/2020,WA,1,,,0,,0,,,0,,0.00
2/28/2020,WA,1,,,0,,0,,,0,,0.00
2/29/2020,WA,7,,,6,,1,,,1,,0.86
3/1/2020,WA,11,,,4,,1,,,0,,1.43
3/2/2020,WA,18,,,7,,6,,,5,,2.43
3/3/2020,WA,27,,,9,,9,,,3,,3.71
3/4/2020,WA,39,,,12,,10,,,1,,5.43
