submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,7 Day Average
5/25/2020,AL,"15,257","14,995",262,516,0,568,566,2,14,0,381.43
5/26/2020,AL,"15,805","15,538",267,548,5,579,577,2,11,0,489.86
5/27/2020,AL,"16,262","15,988",274,457,7,584,582,2,5,0,423.14
5/28/2020,AL,"16,729","16,446",283,467,9,594,592,2,10,0,440.29
5/29/2020,AL,"17,322","17,031",291,593,8,613,611,2,19,0,483.00
5/30/2020,AL,"17,649","17,359",290,327,-1,620,618,2,7,0,465.86
5/31/2020,AL,"18,245","17,956",289,596,-1,632,630,2,12,0,500.57
6/1/2020,AL,"18,438","18,150",288,193,-1,646,644,2,14,0,454.43
6/2/2020,AL,"18,771","18,474",297,333,9,653,651,2,7,0,423.71
6/3/2020,AL,"18,851","18,554",297,80,0,653,651,2,0,0,369.86
6/4/2020,AL,"19,082","18,776",306,231,9,653,651,2,0,0,336.14
6/5/2020,AL,"19,396","19,082",314,314,8,674,672,2,21,0,296.29
6/6/2020,AL,"20,054","19,720",334,658,20,688,686,2,14,0,343.57
6/7/2020,AL,"20,500","20,166",334,446,0,692,688,4,4,2,322.14
6/8/2020,AL,"21,430","21,079",351,930,17,728,725,3,36,-1,427.43
6/9/2020,AL,"21,422","21,071",351,-8,0,729,725,4,1,1,378.71
6/10/2020,AL,"22,000","21,637",363,578,12,744,739,5,15,1,449.86
6/11/2020,AL,"22,845","22,474",371,845,8,755,750,5,11,0,537.57
6/12/2020,AL,"23,710","23,333",377,865,6,769,764,5,14,0,616.29
6/13/2020,AL,"25,368","24,988",380,"1,658",3,774,769,5,5,0,759.14
6/14/2020,AL,"26,287","25,907",380,919,0,776,771,5,2,0,826.71
6/15/2020,AL,"26,713","26,327",386,426,6,781,776,5,5,0,754.71
6/16/2020,AL,"26,912","26,524",388,199,2,785,779,6,4,1,784.29
6/17/2020,AL,"27,327","26,929",398,415,10,792,787,5,7,-1,761.00
6/18/2020,AL,"28,214","27,804",410,887,12,810,803,7,18,2,767.00
6/19/2020,AL,"29,017","28,598",419,803,9,823,813,10,13,3,758.14
6/20/2020,AL,"29,549","29,126",423,532,4,838,828,10,15,0,597.29
6/21/2020,AL,"30,021","29,598",423,472,0,839,829,10,1,0,533.43
6/22/2020,AL,"30,477","30,054",423,456,0,843,833,10,4,0,537.71
6/23/2020,AL,"31,234","30,803",431,757,8,870,860,10,27,0,617.43
6/24/2020,AL,"32,086","30,803",441,852,10,890,860,10,20,0,679.86
6/25/2020,AL,"33,232","32,778",454,"1,146",13,895,881,14,5,4,716.86
6/26/2020,AL,"34,220","33,753",467,988,13,910,891,19,15,5,743.29
6/27/2020,AL,"35,105","34,626",479,885,12,923,903,20,13,1,793.71
6/28/2020,AL,"36,350","35,856",494,"1,245",15,924,903,21,1,1,904.14
6/29/2020,AL,"37,203","36,709",494,853,0,931,910,21,7,0,960.86
6/30/2020,AL,"38,064","37,554",510,861,16,947,926,21,16,0,975.71
7/1/2020,AL,"38,981","38,460",521,917,11,969,947,22,22,1,985.00
7/2/2020,AL,"40,111","39,604",507,"1,130",-14,985,961,24,16,2,982.71
7/3/2020,AL,"41,865","41,362",503,"1,754",-4,"1,006",983,23,21,-1,1092.14
7/4/2020,AL,"42,862","42,359",503,997,0,"1,007",984,23,1,0,1108.14
7/5/2020,AL,"44,909","44,405",504,"2,047",1,"1,009",986,23,2,0,1222.71
7/6/2020,AL,"44,909","44,405",504,0,0,"1,009",986,23,0,0,1100.86
7/7/2020,AL,"45,821","45,299",522,912,18,"1,032","1,007",25,23,2,1108.14
7/8/2020,AL,"46,991","46,453",538,"1,170",16,"1,057","1,032",25,25,0,1144.29
7/9/2020,AL,"49,205","48,619",586,"2,214",48,"1,067","1,042",25,10,0,1299.14
7/10/2020,AL,"50,546","49,929",617,"1,341",31,"1,103","1,078",25,36,0,1240.14
7/11/2020,AL,"51,947","51,294",653,"1,401",36,"1,114","1,086",28,11,3,1297.86
7/12/2020,AL,"53,587","52,908",679,"1,640",26,"1,121","1,093",28,7,0,1239.71
7/13/2020,AL,"55,590","54,812",778,"2,003",99,"1,124","1,096",28,3,0,1525.86
7/14/2020,AL,"57,308","56,493",815,"1,718",37,"1,166","1,138",28,42,0,1641.00
7/15/2020,AL,"59,113","58,270",843,"1,805",28,"1,211","1,183",28,45,0,1731.71
7/16/2020,AL,"61,143","60,212",931,"2,030",88,"1,230","1,201",29,19,1,1705.43
7/17/2020,AL,"63,153","62,172",981,"2,010",50,"1,263","1,233",30,33,1,1801.00
1/22/2020,CA,0,,,0,,0,,,0,,0.00
1/23/2020,CA,0,,,0,,0,,,0,,0.00
1/24/2020,CA,0,,,0,,0,,,0,,0.00
1/25/2020,CA,0,,,0,,0,,,0,,0.00
1/26/2020,CA,2,,,2,,0,,,0,,0.40
1/27/2020,CA,2,,,0,,0,,,0,,0.33
1/28/2020,CA,2,,,0,,0,,,0,,0.29
1/29/2020,CA,2,,,0,,0,,,0,,0.29
1/30/2020,CA,2,,,0,,0,,,0,,0.29
1/31/2020,CA,3,,,1,,0,,,0,,0.43
2/1/2020,CA,3,,,0,,0,,,0,,0.43
2/2/2020,CA,3,,,0,,0,,,0,,0.14
2/3/2020,CA,6,,,3,,0,,,0,,0.57
2/4/2020,CA,6,,,0,,0,,,0,,0.57
2/5/2020,CA,6,,,0,,0,,,0,,0.57
2/6/2020,CA,6,,,0,,0,,,0,,0.57
2/7/2020,CA,6,,,0,,0,,,0,,0.43
2/8/2020,CA,6,,,0,,0,,,0,,0.43
2/9/2020,CA,6,,,0,,0,,,0,,0.43
2/10/2020,CA,6,,,0,,0,,,0,,0.00
2/11/2020,CA,7,,,1,,0,,,0,,0.14
2/12/2020,CA,7,,,0,,0,,,0,,0.14
2/13/2020,CA,8,,,1,,0,,,0,,0.29
2/14/2020,CA,8,,,0,,0,,,0,,0.29
2/15/2020,CA,8,,,0,,0,,,0,,0.29
2/16/2020,CA,8,,,0,,0,,,0,,0.29
2/17/2020,CA,8,,,0,,0,,,0,,0.29
2/18/2020,CA,8,,,0,,0,,,0,,0.14
2/19/2020,CA,8,,,0,,0,,,0,,0.14
2/20/2020,CA,8,,,0,,0,,,0,,0.00
2/21/2020,CA,10,,,2,,0,,,0,,0.29
2/22/2020,CA,10,,,0,,0,,,0,,0.29
2/23/2020,CA,10,,,0,,0,,,0,,0.29
2/24/2020,CA,10,,,0,,0,,,0,,0.29
2/25/2020,CA,10,,,0,,0,,,0,,0.29
2/26/2020,CA,10,,,0,,0,,,0,,0.29
2/27/2020,CA,11,,,1,,0,,,0,,0.43
2/28/2020,CA,11,,,0,,0,,,0,,0.14
2/29/2020,CA,12,,,1,,0,,,0,,0.29
3/1/2020,CA,12,,,0,,0,,,0,,0.29
3/2/2020,CA,21,,,9,,0,,,0,,1.57
3/3/2020,CA,29,,,8,,0,,,0,,2.71
3/4/2020,CA,36,,,7,,0,,,0,,3.71
3/5/2020,CA,45,,,9,,1,,,1,,4.86
3/6/2020,CA,56,,,11,,1,,,0,,6.43
3/7/2020,CA,56,,,0,,1,,,0,,6.29
3/8/2020,CA,110,,,54,,1,,,0,,14.00
3/9/2020,CA,135,,,25,,2,,,1,,16.29
3/10/2020,CA,152,,,17,,2,,,0,,17.57
3/11/2020,CA,175,,,23,,3,,,1,,19.86
3/12/2020,CA,224,,,49,,4,,,1,,25.57
3/13/2020,CA,264,,,40,,4,,,0,,29.71
3/14/2020,CA,311,,,47,,4,,,0,,36.43
3/15/2020,CA,369,,,58,,5,,,1,,37.00
3/16/2020,CA,447,,,78,,7,,,2,,44.57
3/17/2020,CA,596,,,149,,10,,,3,,63.43
3/18/2020,CA,652,,,56,,14,,,4,,68.14
3/19/2020,CA,982,,,330,,18,,,4,,108.29
3/20/2020,CA,"1,304",,,322,,24,,,6,,148.57
3/21/2020,CA,"1,534",,,230,,27,,,3,,174.71
3/22/2020,CA,"1,709",,,175,,32,,,5,,191.43
3/23/2020,CA,"1,931",,,222,,35,,,3,,212.00
3/24/2020,CA,"2,511",,,580,,44,,,9,,273.57
3/25/2020,CA,"2,982",,,471,,57,,,13,,332.86
3/26/2020,CA,"3,777",,,795,,64,,,7,,399.29
3/27/2020,CA,"4,730",,,953,,107,,,43,,489.43
3/28/2020,CA,"5,259",,,529,,119,,,12,,532.14
3/29/2020,CA,"5,739",,,480,,137,,,18,,575.71
3/30/2020,CA,"6,909",,,"1,170",,151,,,14,,711.14
3/31/2020,CA,"8,131",,,"1,222",,172,,,21,,802.86
4/1/2020,CA,"8,155",,,24,,172,,,0,,739.00
4/2/2020,CA,"9,191",,,"1,036",,203,,,31,,773.43
4/3/2020,CA,"12,024",,,"2,833",,270,,,67,,1042.00
4/4/2020,CA,"12,026",,,2,,276,,,6,,966.71
4/5/2020,CA,"13,438",,,"1,412",,319,,,43,,1099.86
4/6/2020,CA,"14,336",,,898,,343,,,24,,1061.00
4/7/2020,CA,"15,865",,,"1,529",,374,,,31,,1104.86
4/8/2020,CA,"16,957",,,"1,092",,442,,,68,,1257.43
4/9/2020,CA,"18,309",,,"1,352",,492,,,50,,1302.57
4/10/2020,CA,"19,472",,,"1,163",,541,,,49,,1064.00
4/11/2020,CA,"20,615",,,"1,143",,609,,,68,,1227.00
4/12/2020,CA,"21,794",,,"1,179",,651,,,42,,1193.71
4/13/2020,CA,"22,348",,,554,,687,,,36,,1144.57
4/14/2020,CA,"23,338",,,990,,758,,,71,,1067.57
4/15/2020,CA,"24,424",,,"1,086",,821,,,63,,1066.71
4/16/2020,CA,"26,182",,,"1,758",,890,,,69,,1124.71
4/17/2020,CA,"27,528",,,"1,346",,985,,,95,,1150.86
4/18/2020,CA,"28,963",,,"1,435",,"1,072",,,87,,1192.57
4/19/2020,CA,"28,963",,,0,0,"1,072",,,0,0,1024.14
4/20/2020,CA,"30,978",,,"2,015",,"1,208",,,136,,1232.86
4/21/2020,CA,"33,261",,,"2,283",0,"1,268",,,60,0,1417.57
4/22/2020,CA,"35,396",,,"2,135",0,"1,354",,,86,0,1567.43
4/23/2020,CA,"37,369",,,"1,973",0,"1,469",,,115,0,1598.14
4/24/2020,CA,"39,254",,,"1,885",0,"1,562",,,93,0,1675.14
4/25/2020,CA,"41,137",,,"1,883",0,"1,651",,,89,0,1739.14
4/26/2020,CA,"42,164",,,"1,027",0,"1,710",,,59,0,1885.86
4/27/2020,CA,"43,464",,,"1,300",0,"1,755",,,45,0,1783.71
4/28/2020,CA,"45,031",,,"1,567",0,"1,809",,,54,0,1681.43
4/29/2020,CA,"46,500",,,"1,469",0,"1,887",,,78,0,1586.29
4/30/2020,CA,"48,917",,,"2,417",0,"1,982",,,95,0,1649.71
5/1/2020,CA,"50,442",,,"1,525",0,"2,073",,,91,0,1598.29
5/2/2020,CA,"52,197",,,"1,755",0,"2,171",,,98,0,1580.00
5/3/2020,CA,"53,616",,,"1,419",0,"2,215",,,44,0,1636.00
5/4/2020,CA,"54,937",,,"1,321",0,"2,254",,,39,0,1639.00
5/5/2020,CA,"56,212",,,"1,275",0,"2,317",,,63,0,1597.29
5/6/2020,CA,"58,815",,,"2,603",0,"2,412",,,95,0,1759.29
5/7/2020,CA,"60,614",,,"1,799",0,"2,504",,,92,0,1671.00
5/8/2020,CA,"62,512",,,"1,898",0,"2,585",,,81,0,1724.29
5/9/2020,CA,"64,561",,,"2,049",0,"2,678",,,93,0,1766.29
5/10/2020,CA,"66,680",,,"2,119",0,"2,745",,,67,0,1866.29
5/11/2020,CA,"67,939",,,"1,259",0,"2,770",,,25,0,1857.43
5/12/2020,CA,"69,382",,,"1,443",0,"2,847",,,77,0,1881.43
5/13/2020,CA,"71,141",,,"1,759",0,"2,934",,,87,0,1760.86
5/14/2020,CA,"73,164",,,"2,023",0,"3,032",,,98,0,1792.86
5/15/2020,CA,"74,936",,,"1,772",0,"3,108",,,76,0,1774.86
5/16/2020,CA,"76,793",,,"1,857",0,"3,204",,,96,0,1747.43
5/17/2020,CA,"78,839",,,"2,046",0,"3,261",,,57,0,1737.00
5/18/2020,CA,"80,430",,,"1,591",0,"3,302",,,41,0,1784.43
5/19/2020,CA,"81,795",,,"1,365",0,"3,334",,,32,0,1773.29
5/20/2020,CA,"84,057",,,"2,262",0,"3,436",,,102,0,1845.14
5/21/2020,CA,"86,197",,,"2,140",0,"3,542",,,106,0,1861.86
5/22/2020,CA,"88,444",,,"2,247",0,"3,630",,,88,0,1929.71
5/23/2020,CA,"90,631",,,"2,187",0,"3,708",,,78,0,1976.86
5/24/2020,CA,"92,710",,,"2,079",0,"3,774",,,66,0,1981.57
5/25/2020,CA,"94,558",,,"1,848",0,"3,795",,,21,0,2018.29
5/26/2020,CA,"96,733",,,"2,175",0,"3,814",,,19,0,2134.00
5/27/2020,CA,"98,980",,,"2,247",0,"3,884",,,70,0,2131.86
5/28/2020,CA,"101,697",,,"2,717",0,"3,973",,,89,0,2214.29
5/29/2020,CA,"103,886",,,"2,189",0,"4,068",,,95,0,2206.00
5/30/2020,CA,"106,878",,,"2,992",0,"4,156",,,88,0,2321.00
5/31/2020,CA,"110,583",,,"3,705",0,"4,213",,,57,0,2553.29
6/1/2020,CA,"113,006",,,"2,423",0,"4,251",,,38,0,2635.43
6/2/2020,CA,"115,310",,,"2,304",0,"4,286",,,35,0,2653.86
6/3/2020,CA,"117,687",,,"2,377",0,"4,361",,,75,0,2672.43
6/4/2020,CA,"119,807",,,"2,120",0,"4,422",,,61,0,2587.14
6/5/2020,CA,"122,901",,,"3,094",0,"4,485",,,63,0,2716.43
6/6/2020,CA,"126,016",,,"3,115",0,"4,559",,,74,0,2734.00
6/7/2020,CA,"128,812",,,"2,796",0,"4,626",,,67,0,2604.14
6/8/2020,CA,"131,319",,,"2,507",0,"4,653",,,27,0,2616.14
6/9/2020,CA,"133,489",,,"2,170",0,"4,697",,,44,0,2597.00
6/10/2020,CA,"136,191",,,"2,702",0,"4,776",,,79,0,2643.43
6/11/2020,CA,"139,281",,,"3,090",0,"4,881",,,105,0,2782.00
6/12/2020,CA,"141,983",,,"2,702",0,"4,943",,,62,0,2726.00
6/13/2020,CA,"145,643",,,"3,660",0,"4,989",,,46,0,2803.86
6/14/2020,CA,"148,855",,,"3,212",0,"5,063",,,74,0,2863.29
6/15/2020,CA,"151,452",,,"2,597",0,"5,089",,,26,0,2876.14
6/16/2020,CA,"153,560",,,"2,108",0,"5,121",,,32,0,2867.29
6/17/2020,CA,"157,015",,,"3,455",0,"5,208",,,87,0,2974.86
6/18/2020,CA,"161,099",,,"4,084",0,"5,290",,,82,0,3116.86
6/19/2020,CA,"165,416",,,"4,317",0,"5,360",,,70,0,3347.57
6/20/2020,CA,"169,309",,,"3,893",0,"5,424",,,64,0,3380.86
6/21/2020,CA,"173,824",,,"4,515",0,"5,495",,,71,0,3567.00
6/22/2020,CA,"178,054",,,"4,230",0,"5,515",,,20,0,3800.29
6/23/2020,CA,"183,073",,,"5,019",0,"5,580",,,65,0,4216.14
6/24/2020,CA,"190,222",,,"7,149",0,"5,632",,,52,0,4743.86
6/25/2020,CA,"195,571",,,"5,349",0,"5,733",,,101,0,4924.57
6/26/2020,CA,"200,461",,,"4,890",0,"5,812",,,79,0,5006.43
6/27/2020,CA,"206,433",,,"5,972",0,"5,872",,,60,0,5303.43
6/28/2020,CA,"211,243",,,"4,810",0,"5,905",,,33,0,5345.57
6/29/2020,CA,"216,550",,,"5,307",0,"5,936",,,31,0,5499.43
6/30/2020,CA,"222,917",,,"6,367",0,"5,980",,,44,0,5692.00
7/1/2020,CA,"232,657",,,"9,740",0,"6,090",,,110,0,6062.14
7/2/2020,CA,"240,195",,,"7,538",0,"6,163",,,73,0,6374.86
7/3/2020,CA,"248,235",,,"8,040",0,"6,263",,,100,0,6824.86
7/4/2020,CA,"254,745",,,"6,510",0,"6,313",,,50,0,6901.71
7/5/2020,CA,"260,155",,,"5,410",0,"6,331",,,18,0,6987.43
7/6/2020,CA,"271,684",,,"11,529",0,"6,337",,,6,0,7876.29
7/7/2020,CA,"277,774",,,"6,090",0,"6,488",,,151,0,7836.71
7/8/2020,CA,"289,468",,,"11,694",0,"6,562",,,74,0,8115.86
7/9/2020,CA,"296,499",,,"7,031",0,"6,711",,,149,0,8043.43
7/10/2020,CA,"304,297",,,"7,798",0,"6,851",,,140,0,8008.86
7/11/2020,CA,"312,344",,,"8,047",0,"6,945",,,94,0,8228.43
7/12/2020,CA,"320,804",,,"8,460",0,"7,017",,,72,0,8664.14
7/13/2020,CA,"329,162",,,"8,358",0,"7,040",,,23,0,8211.14
7/14/2020,CA,"336,508",,,"7,346",0,"7,087",,,47,0,8390.57
7/15/2020,CA,"347,634",,,"11,126",0,"7,227",,,140,0,8309.43
7/16/2020,CA,"356,178",,,"8,544",0,"7,345",,,118,0,8525.57
7/17/2020,CA,"366,164",,,"9,986",0,"7,475",,,130,0,8838.14
1/22/2020,LA,0,,,0,,0,,,0,,0.00
1/23/2020,LA,0,,,0,,0,,,0,,0.00
1/24/2020,LA,0,,,0,,0,,,0,,0.00
1/25/2020,LA,0,,,0,,0,,,0,,0.00
1/26/2020,LA,0,,,0,,0,,,0,,0.00
1/27/2020,LA,0,,,0,,0,,,0,,0.00
1/28/2020,LA,0,,,0,,0,,,0,,0.00
1/29/2020,LA,0,,,0,,0,,,0,,0.00
1/30/2020,LA,0,,,0,,0,,,0,,0.00
1/31/2020,LA,0,,,0,,0,,,0,,0.00
2/1/2020,LA,0,,,0,,0,,,0,,0.00
2/2/2020,LA,0,,,0,,0,,,0,,0.00
2/3/2020,LA,0,,,0,,0,,,0,,0.00
2/4/2020,LA,0,,,0,,0,,,0,,0.00
2/5/2020,LA,0,,,0,,0,,,0,,0.00
2/6/2020,LA,0,,,0,,0,,,0,,0.00
2/7/2020,LA,0,,,0,,0,,,0,,0.00
2/8/2020,LA,0,,,0,,0,,,0,,0.00
2/9/2020,LA,0,,,0,,0,,,0,,0.00
2/10/2020,LA,0,,,0,,0,,,0,,0.00
2/11/2020,LA,0,,,0,,0,,,0,,0.00
2/12/2020,LA,0,,,0,,0,,,0,,0.00
2/13/2020,LA,0,,,0,,0,,,0,,0.00
2/14/2020,LA,0,,,0,,0,,,0,,0.00
2/15/2020,LA,0,,,0,,0,,,0,,0.00
2/16/2020,LA,0,,,0,,0,,,0,,0.00
2/17/2020,LA,0,,,0,,0,,,0,,0.00
2/18/2020,LA,0,,,0,,0,,,0,,0.00
2/19/2020,LA,0,,,0,,0,,,0,,0.00
2/20/2020,LA,0,,,0,,0,,,0,,0.00
2/21/2020,LA,0,,,0,,0,,,0,,0.00
2/22/2020,LA,0,,,0,,0,,,0,,0.00
2/23/2020,LA,0,,,0,,0,,,0,,0.00
2/24/2020,LA,0,,,0,,0,,,0,,0.00
2/25/2020,LA,0,,,0,,0,,,0,,0.00
2/26/2020,LA,0,,,0,,0,,,0,,0.00
2/27/2020,LA,0,,,0,,0,,,0,,0.00
2/28/2020,LA,0,,,0,,0,,,0,,0.00
2/29/2020,LA,0,,,0,,0,,,0,,0.00
3/1/2020,LA,0,,,0,,0,,,0,,0.00
3/2/2020,LA,0,,,0,,0,,,0,,0.00
3/3/2020,LA,0,,,0,,0,,,0,,0.00
3/4/2020,LA,0,,,0,,0,,,0,,0.00
3/5/2020,LA,0,,,0,,0,,,0,,0.00
3/6/2020,LA,0,,,0,,0,,,0,,0.00
3/7/2020,LA,0,,,0,,0,,,0,,0.00
3/8/2020,LA,0,,,0,,0,,,0,,0.00
3/9/2020,LA,1,,,1,,0,,,0,,0.14
3/10/2020,LA,1,,,0,,0,,,0,,0.14
3/11/2020,LA,8,,,7,,0,,,0,,1.14
3/12/2020,LA,14,,,6,,0,,,0,,2.00
3/13/2020,LA,33,,,19,,0,,,0,,4.71
3/14/2020,LA,33,,,0,,0,,,0,,4.71
3/15/2020,LA,101,,,68,,2,,,2,,14.43
3/16/2020,LA,137,,,36,,3,,,1,,19.43
3/17/2020,LA,190,,,53,,4,,,1,,27.00
3/18/2020,LA,261,,,71,,7,,,3,,36.14
3/19/2020,LA,392,,,131,,10,,,3,,54.00
3/20/2020,LA,537,,,145,,14,,,4,,72.00
3/21/2020,LA,763,,,226,,20,,,6,,104.29
3/22/2020,LA,"1,035",,,272,,29,,,9,,133.43
3/23/2020,LA,"1,172",,,137,,34,,,5,,147.86
3/24/2020,LA,"1,388",,,216,,46,,,12,,171.14
3/25/2020,LA,"1,946",,,558,,73,,,27,,240.71
3/26/2020,LA,"2,305",,,359,,83,,,10,,273.29
3/27/2020,LA,"2,746",,,441,,119,,,36,,315.57
3/28/2020,LA,"3,315",,,569,,137,,,18,,364.57
3/29/2020,LA,"3,540",,,225,,151,,,14,,357.86
3/30/2020,LA,"4,025",,,485,,185,,,34,,407.57
3/31/2020,LA,"5,237",,,"1,212",,239,,,54,,549.86
4/1/2020,LA,"6,424",,,"1,187",,273,,,34,,639.71
4/2/2020,LA,"9,150",,,"2,726",,310,,,37,,977.86
4/3/2020,LA,"10,297",,,"1,147",,370,,,60,,1078.71
4/4/2020,LA,"12,496",,,"2,199",,409,,,39,,1311.57
4/5/2020,LA,"13,010",,,514,,477,,,68,,1352.86
4/6/2020,LA,"14,867",,,"1,857",,512,,,35,,1548.86
4/7/2020,LA,"16,284",,,"1,417",,582,,,70,,1578.14
4/8/2020,LA,"17,030",,,746,,652,,,70,,1515.14
4/9/2020,LA,"18,283",,,"1,253",,702,,,50,,1304.71
4/10/2020,LA,"19,253",,,970,,755,,,53,,1279.43
4/11/2020,LA,"20,014",,,761,,806,,,51,,1074.00
4/12/2020,LA,"20,595",,,581,,840,,,34,,1083.57
4/13/2020,LA,"21,016",,,421,,884,,,44,,878.43
4/14/2020,LA,"21,518",,,502,,"1,013",,,129,,747.71
4/15/2020,LA,"21,951",,,433,,"1,103",,,90,,703.00
4/16/2020,LA,"22,532",,,581,,"1,156",,,53,,607.00
4/17/2020,LA,"23,118",,,586,,"1,213",,,57,,552.14
4/18/2020,LA,"23,580",,,462,,"1,267",,,54,,509.43
4/19/2020,LA,"23,928",,,348,0,"1,296","1,296",0,29,0,476.14
4/20/2020,LA,"24,523",,,595,0,"1,328","1,328",0,32,0,501.00
4/21/2020,LA,"24,854",,,331,0,"1,405","1,405",0,77,0,476.57
4/22/2020,LA,"25,317",,,463,59,"1,532","1,473",59,127,59,480.86
4/23/2020,LA,"25,798",,,481,0,"1,599","1,540",59,67,0,466.57
4/24/2020,LA,"26,140",,,342,-59,"1,601","1,542",59,2,0,431.71
4/25/2020,LA,"26,512",,,372,0,"1,644","1,585",59,43,0,418.86
4/26/2020,LA,"26,832",,,320,59,"1,729","1,670",59,85,0,414.86
4/27/2020,LA,"27,111",,,279,-16,"1,740","1,697",43,11,-16,369.71
4/28/2020,LA,"27,329",,,218,0,"1,801","1,758",43,61,0,353.57
4/29/2020,LA,"27,703",,,374,0,"1,845","1,802",43,44,0,340.86
4/30/2020,LA,"28,044",,,341,0,"1,905","1,862",43,60,0,320.86
5/1/2020,LA,"28,711",,,667,-43,"1,970","1,927",43,65,0,367.29
5/2/2020,LA,"29,140",,,429,0,"1,950","1,907",43,-20,0,375.43
5/3/2020,LA,"29,383",,,243,43,"2,012","1,969",43,62,0,364.43
5/4/2020,LA,"29,746",,,363,30,"2,064","1,991",73,52,30,376.43
5/5/2020,LA,"30,069",,,323,0,"2,115","2,042",73,51,0,391.43
5/6/2020,LA,"30,399",,,330,-73,"2,094","2,021",73,-21,0,385.14
5/7/2020,LA,"30,725",,,326,73,"2,208","2,135",73,114,0,383.00
5/8/2020,LA,"30,928",,,203,0,"2,227","2,154",73,19,0,316.71
5/9/2020,LA,"31,490",,,562,0,"2,267","2,194",73,40,0,335.71
5/10/2020,LA,"31,673",,,183,0,"2,286","2,213",73,19,0,327.14
5/11/2020,LA,"31,881",,,208,-7,"2,308","2,242",66,22,-7,305.00
5/12/2020,LA,"32,116",,,235,0,"2,347","2,281",66,39,0,292.43
5/13/2020,LA,"32,728",,,612,0,"2,381","2,315",66,34,0,332.71
5/14/2020,LA,"33,555",,,827,0,"2,417","2,351",66,36,0,404.29
5/15/2020,LA,"33,903",,,348,0,"2,448","2,382",66,31,0,425.00
5/16/2020,LA,"34,183",,,280,0,"2,479","2,413",66,31,0,384.71
5/17/2020,LA,"34,498",,,315,0,"2,491","2,425",66,12,0,403.57
5/18/2020,LA,"34,832",,,334,57,"2,563","2,440",123,72,57,421.57
5/19/2020,LA,"35,161",,,329,0,"2,581","2,458",123,18,0,435.00
5/20/2020,LA,"35,439",,,278,0,"2,608","2,485",123,27,0,387.29
5/21/2020,LA,"36,627",,,"1,188",0,"2,629","2,506",123,21,0,438.86
5/22/2020,LA,"37,048",,,421,0,"2,668","2,545",123,39,0,449.29
5/23/2020,LA,"37,163",,,115,0,"2,683","2,560",123,15,0,425.71
5/24/2020,LA,"37,292",,,129,0,"2,690","2,567",123,7,0,399.14
5/25/2020,LA,"37,914",,,622,-18,"2,690","2,585",105,0,-18,440.29
5/26/2020,LA,"38,159",,,245,0,"2,701","2,596",105,11,0,428.29
5/27/2020,LA,"38,602",,,443,0,"2,722","2,617",105,21,0,451.86
5/28/2020,LA,"38,907",,,305,0,"2,740","2,635",105,18,0,325.71
5/29/2020,LA,"38,907",,,0,0,"2,766","2,661",105,26,0,265.57
5/30/2020,LA,"39,682",,,775,0,"2,785","2,680",105,19,0,359.86
5/31/2020,LA,"39,916",,,234,-105,"2,791","2,686",105,6,0,374.86
6/1/2020,LA,"40,452",,,536,111,"2,801","2,690",111,10,6,362.57
6/2/2020,LA,"40,857",,,405,0,"2,835","2,724",111,34,0,385.43
6/3/2020,LA,"41,133",,,276,-111,"2,870","2,759",111,35,0,361.57
6/4/2020,LA,"41,562",,,429,0,"2,883","2,772",111,13,0,379.29
6/5/2020,LA,"41,989",,,427,0,"2,912","2,801",111,29,0,440.29
6/6/2020,LA,"42,486",,,497,0,"2,925","2,814",111,13,0,400.57
6/7/2020,LA,"42,816",,,330,0,"2,936","2,825",111,11,0,414.29
6/8/2020,LA,"43,050",,,234,0,"2,944","2,831",113,8,2,371.14
6/9/2020,LA,"43,612",,,562,0,"2,957","2,844",113,13,0,393.57
6/10/2020,LA,"44,030",,,418,0,"2,968","2,855",113,11,0,413.86
6/11/2020,LA,"44,472",,,442,0,"2,987","2,874",113,19,0,415.71
6/12/2020,LA,"44,995",,,523,0,"2,996","2,883",113,9,0,429.43
6/13/2020,LA,"46,283",,,"1,288",0,"3,004","2,891",113,8,0,542.43
6/14/2020,LA,"46,619",,,336,0,"3,014","2,901",113,10,0,543.29
6/15/2020,LA,"47,172",,,553,0,"3,018","2,906",112,4,-1,588.86
6/16/2020,LA,"47,706",,,534,0,"3,042","2,930",112,24,0,584.86
6/17/2020,LA,"48,634",,,928,0,"3,062","2,950",112,20,0,657.71
6/18/2020,LA,"48,634",,,0,0,"3,062","2,950",112,0,0,594.57
6/19/2020,LA,"48,515",,,-119,0,"3,084","2,972",112,22,0,502.86
6/20/2020,LA,"49,385",,,870,0,"3,104","2,992",112,20,0,443.14
6/21/2020,LA,"49,778",,,393,0,"3,105","2,993",112,1,0,451.29
6/22/2020,LA,"50,239",,,461,0,"3,117","3,004",113,12,1,438.14
6/23/2020,LA,"51,595",,,"1,356",0,"3,134","3,021",113,17,0,555.57
6/24/2020,LA,"52,477",,,882,0,"3,152","3,021",113,18,0,549.00
6/25/2020,LA,"53,415",,,938,0,"3,164","3,051",113,12,0,683.00
6/26/2020,LA,"54,769",,,"1,354",0,"3,190","3,077",113,26,0,893.43
6/27/2020,LA,"54,769",,,0,0,"3,190","3,077",113,0,0,769.14
6/28/2020,LA,"56,236",,,"1,467",0,"3,199","3,086",113,9,0,922.57
